 161.11953  81.64326   52356.14 779598.72  3430878.26  4210382.97   .789 -69893495.50670  81.72760 3378522.12  4  -67.09  270.00   14.89   95.03   95.03  42.471  133.035 .055481    62    384   26.0   43   22  520117 3 1  500608 53248 
 160.35149  81.38366   53025.49 771999.70  3431572.20  4203523.44   .560 -69893491.30659  81.47052 3378546.71  1   -7.73   10.00   14.88    3.26    3.26  42.772   24.966 .010138    63     36  119.1    9    6  515008 4 2  500608 53248 
 159.04076  80.89900   38114.78 774146.64  3416709.22  4190849.94   .133 -69893483.50628  80.99098 3378594.44  1   -7.73   10.00   14.89    3.32    3.32  42.471   25.188 .010358    63     24  123.7    9    6  516440 4 1  500608 53248 
 156.68190  79.86751   -4602.05 785767.66  3374101.72  4159866.00   .005 -69893464.20548  79.97079 3378703.78  1   -7.10   18.33   14.86    4.67    4.67  43.375   81.363 .033753    64     20  126.0   26   14  524193 2 3  500608 53248 
 156.67212  79.86265   -4591.49 785597.44  3374112.83  4159706.87   .004 -69893464.10547  79.96597 3378704.32  1   -5.35   41.73   14.84   19.76   17.85  43.977   86.044 .035191    64     20  126.0   21   20  524078 1 1  500608 53248 
 156.66235  79.85778   -4594.42 785440.72  3374110.43  4159547.76   .003 -69893464.00547  79.96115 3378704.86  2  -11.76   44.16   14.84   20.42   20.42  43.977   56.412 .023062    64     22   77.9   15   11  523978 3 4  500608 53248 
 156.65258  79.85291   -4607.24 785293.89  3374098.16  4159388.67   .003 -69893463.90547  79.95633 3378705.40  1   -6.81   22.23   14.85    7.03    7.03  43.676   61.465 .025292    64     20  126.0   19   15  523877 1 3  500608 53248 
 156.64282  79.84805   -4611.33 785138.37  3374094.61  4159229.59   .004 -69893463.80547  79.95151 3378705.94  1   -6.81   22.23   14.85    6.07    6.07  43.676   82.847 .034077    64     20  126.0   26   15  523772 4 1  500608 53248 
 156.63307  79.84318   -4607.60 784975.04  3374098.88  4159070.53   .006 -69893463.70546  79.94669 3378706.48  2  -11.24   51.06   14.84   20.21   20.21  43.977   68.590 .028007    64     22   77.9   19   12  523667 2 3  500608 53248 
 156.61359  79.83343   -4608.91 784657.19  3374098.65  4158752.45   .009 -69893463.50546  79.93704 3378707.56  1   -6.81   22.23   14.84    6.07    6.07  44.026   82.847 .033764    65     22  126.0   26   15  523452 3 4  500608 53248 
