 106.04805  84.60357  120686.12 757800.62  3499061.83  4249234.23  7.377 -69255887.05661  84.65741 3378375.71  1   -7.74   10.00   14.92    2.84    2.84  41.481   30.803 .012428   107     26  114.5   11    9  505536 2 1  500608 53248 
 101.99648  84.05266  105612.14 754421.05  3484030.19  4231960.41  6.819 -69255876.65624  84.11218 3378418.05  4   15.88 1377.00   14.88  850.92  819.52  42.829  802.074 .310625   108     15   33.9  147   63  503266 4 4  500608 53248 
  99.72349  83.67856   67448.65 779328.40  3445897.02  4219265.42  6.403 -69255868.95578  83.74246 3378448.36  1   -7.73   10.00   14.89    3.16    3.16  42.529   24.654 .010261   108     32  112.2    9    7  519898 2 4  500608 53248 
  93.10014  82.18316   42661.49 760966.44  3421244.32  4178618.79  5.036 -69255843.95496  82.26240 3378582.83  4  -24.60  837.00   14.92  443.74  380.09  41.481  473.479 .192624   110     22   34.3  101   43  507659 3 1  500608 53248 
  90.60783  81.39463    2760.16 778798.17  3381422.70  4157518.49  4.303 -69255830.75435  81.48265 3378662.53  4  -22.58  864.00   14.91  459.12  397.94  41.930  463.866 .195545   111     56   32.6   99   44  519553 4 1  500608 53248 
  90.56071  81.37829   -4021.54 784940.83  3374642.71  4156883.02  4.280 -69255830.35429  81.46665 3378664.25  2  -12.80   30.36   14.88   13.51   13.51  42.829   36.369 .015248   111     22   72.6   11    9  523645 1 1  500608 53248 
  90.52364  81.36520   -4027.10 784612.02  3374638.52  4156565.41  4.269 -69255830.15428  81.45369 3378665.63  1   -7.41   14.43   14.92    4.39    4.39  41.631   38.791 .016717   111     30  114.5   13   13  523422 1 1  500608 53248 
  90.46826  81.34556   -4037.87 784121.44  3374629.83  4156089.10  4.252 -69255829.85428  81.43425 3378667.70  1   -7.74   10.00   14.93    2.84    2.84  41.331   30.803 .013354   111     30  114.5   11    9  523095 1 1  500608 53248 
  90.30348  81.28657   -4044.15 782624.98  3374629.79  4154660.99  4.202 -69255828.95425  81.37584 3378673.94  2  -13.84   16.56   14.92    5.28    5.28  41.631   26.518 .011370   111     20   73.9   10    7  522101 2 3  500608 53248 
  89.49457  80.98424   -4199.37 775133.52  3374507.08  4147380.53  3.945 -69255824.35413  81.07651 3378706.45  2  -11.25   51.06   14.91   21.50   21.50  41.930   62.133 .025946   111     18   72.6   17   12  517101 3 1  487296 53248 
  89.45213  80.96748    3404.84 767335.44  3382113.12  4147222.69  3.939 -69255824.25418  81.05972 3378708.28  1   -7.73   10.00   14.90    2.99    2.99  42.230   27.743 .011273   111     24  114.5   10    8  511897 3 3  487296 53248 
  89.40974  80.95125   -4193.93 774300.20  3374516.13  4146591.08  3.917 -69255823.85412  81.04385 3378710.06  2  -13.32   23.46   14.92    9.25    9.25  41.631   29.449 .012360   111     18   72.6   10    8  516547 4 4  487296 53248 
  89.34234  80.92486   -4197.39 773641.88  3374515.56  4145959.78  3.894 -69255823.45411  81.01772 3378712.95  1   -7.73   10.00   14.90    2.84    2.84  42.230   30.803 .012723   111     24  114.5   11   10  516104 1 1  487296 53248 
  89.27528  80.89843   -4198.13 772981.14  3374517.71  4145328.73  3.872 -69255823.05410  80.99156 3378715.85  2  -13.32   23.46   14.89   10.95   10.95  42.529   27.911 .011427   111     26   72.6    9    8  515667 1 1  487296 53248 
  89.27290  80.89765   -8623.92 777257.51  3370092.01  4145170.96  3.866 -69255822.95406  80.99091 3378715.93  1   -7.73   10.00   14.88    3.19    3.19  42.829   24.756 .010177   111     30  114.5    9    7  518516 1 1  487296 53248 
