 348.98911  83.84646  425180.93 756156.20  3803564.63  4548334.47  9.095 -68490942.57174  83.90289 3378383.70  4   15.87 1377.00   14.90  714.55  676.86  42.230  706.842 .278905    95     40   31.2  148   63  504424 2 4  500608 53248 
 348.43612  83.93471  421877.01 755711.71  3800254.18  4544805.76  9.006 -68490940.67167  83.99039 3378377.18  1   -7.73   10.00   14.88    3.19    3.19  42.829   24.756 .009620    95     22  114.5    9    8  504143 2 3  500608 53248 
 346.56856  84.21156  414093.51 751848.63  3792450.69  4533870.27  8.730 -68490934.77147  84.26484 3378357.18  3  -24.30  117.00   14.91   48.56   48.56  41.930   88.768 .034875    95     22   45.0   27   18  501577 1 2  500608 53248 
 344.75560  84.45235  399003.74 756063.74  3777344.09  4523521.88  8.468 -68490929.17124  84.50365 3378340.35  2  -12.80   30.36   14.88   13.23   13.23  42.829   35.883 .013957    96     20   71.3   11    9  504381 1 1  500608 53248 
 344.20840  84.52032  399186.81 753107.71  3777522.50  4520939.62  8.403 -68490927.77120  84.57099 3378335.70  3  -28.20   65.00   14.92   23.55   23.55  41.631   54.857 .021780    96     24   45.8   20   14  502420 1 4  500608 53248 
 342.22942  84.74869  390014.54 752154.10  3768334.89  4511365.11  8.157 -68490922.57101  84.79738 3378320.35  3  -26.25   91.00   14.90   35.31   35.31  42.230   69.102 .026979    96     26   43.5   23   16  501782 2 3  500608 53248 
 337.92396  85.16760  363012.21 759336.22  3741305.55  4492479.65  7.667 -68490912.27058  85.21277 3378293.34  4  -71.14  216.00   14.88   72.87   72.87  42.829  142.250 .055810    97     52   33.0   46   20  506603 1 1  500608 53248 
 337.80608  85.17774  358786.91 762835.60  3737079.62  4491748.35  7.648 -68490911.87054  85.22287 3378292.71  3  -16.50  221.00   14.90  104.65  104.65  42.230  165.633 .066515    97     10   45.8   42   26  508901 1 1  500608 53248 
 333.47954  85.51189  339140.25 766006.50  3717412.40  4476065.78  7.235 -68490903.27019  85.55414 3378272.15  1   -7.73   10.00   14.90    2.99    2.99  42.230   27.743 .011234    97     18  114.5   10    9  511011 2 4  500608 53248 
 325.64296  85.96115  312028.14 768776.10  3690273.66  4452866.24  6.615 -68490890.46969  85.99947 3378245.52  3  -22.35  143.00   14.87   59.58   59.58  43.128  110.161 .043994    98     20   45.8   32   20  512868 1 2  500608 53248 
 319.69764  86.20361  314389.04 752111.99  3692620.32  4439353.43  6.249 -68490882.96952  86.23963 3378231.28  2  -12.80   30.36   14.87   13.23   13.23  43.128   35.883 .013716    99     22   71.3   11    9  501744 4 1  500608 53248 
 302.31332  86.58849  275011.90 754974.01  3653217.95  4404327.84  5.278 -68490863.36876  86.62122 3378206.05  4  -46.86  540.00   14.91  260.15  260.15  41.930  291.559 .115503   100     36   33.0   70   32  503677 1 2  500608 53248 
 295.67866  86.63944  247381.06 769793.24  3625581.56  4391922.00  4.929 -68490856.36840  86.67193 3378200.50  4   -2.33 1134.00   14.86  801.68  768.28  43.428  719.411 .286081   101     24   34.8  120   54  513533 2 2  500608 53248 
 263.40682  86.20505  188186.11 769152.67  3566382.91  4334028.41  3.251 -68490823.26715  86.24232 3378196.80  1   -7.69   10.53   14.87    2.81    2.81  43.128   40.647 .016249   103     24  123.7   14   12  513109 4 3  500608 53248 
 258.02811  85.98923  195088.00 750702.84  3573289.26  4322813.25  2.916 -68490816.76703  86.02853 3378201.26  4  -38.76  648.00   14.89  311.25  311.25  42.529  368.552 .142324   104     16   34.8   86   36  500822 1 1  500608 53248 
 247.61607  85.36772  138163.92 779332.68  3516382.80  4295088.11  2.075 -68490800.56623  85.41378 3378218.88  4  -52.92  459.00   14.87  201.79  201.79  43.128  260.637 .106967   105     20   34.3   67   29  519930 4 2  500608 53248 
 236.23411  84.17114   96884.14 778902.86  3475151.22  4253960.98   .786 -68490776.16531  84.22964 3378267.09  4   -2.34 1134.00   14.88  698.20  659.57  42.829  659.633 .272310   107     12   33.9  123   54  519610 3 3  500608 53248 
 235.52195  84.06730  103981.28 768608.28  3482253.33  4250791.28   .685 -68490774.26530  84.12670 3378272.05  4  -28.64  783.00   14.88  391.28  317.26  42.829  428.732 .172342   107     22   33.4   96   41  512760 3 3  500608 53248 
 230.99022  83.28521   97407.57 751702.77  3475720.87  4227419.56   .072 -68490760.16488  83.35244 3378313.30  4  -86.58   10.00   14.89    1.80    1.80  42.529   58.196 .022533   108     16   33.0   27   12  501521 1 1  500608 53248 
 223.35698  81.24724   21999.16 760425.18  3400451.19  4160870.83   .126 -68490719.06328  81.33623 3378452.03  4  -63.05  324.00   14.89  122.61  122.61  42.370  192.508 .076565   111     26   33.4   56   24  507324 1 1  500608 53248 
 223.28119  81.22031   -4267.47 785895.02  3374186.70  4160075.93   .127 -68490718.56309  81.31026 3378454.16  2   -8.66   85.56   14.88   45.61   37.82  42.667  109.933 .046377   111     22   77.9   24   17  524279 2 3  500608 53248 
 223.26667  81.21515   -4280.47 785748.74  3374174.10  4159917.05   .127 -68490718.46308  81.30514 3378454.57  1   -3.60   65.13   14.91   23.68   22.10  41.778  147.988 .063735   111     20  123.7   40   26  524178 1 2  500608 53248 
 223.25216  81.20999   -4277.97 785586.95  3374177.02  4159758.19   .127 -68490718.36308  81.30004 3378454.98  1   -5.65   37.83   14.92   10.04   10.04  41.481  148.117 .064220   111     20  123.7   45   19  524071 4 3  500608 53248 
 223.23767  81.20483   -4287.33 785437.05  3374168.07  4159599.33   .127 -68490718.26308  81.29493 3378455.39  1   -5.65   37.83   14.92   11.80   11.80  41.481  105.057 .045533   111     20  123.7   31   19  523971 4 3  500608 53248 
 223.22320  81.19967   -4273.31 785263.79  3374182.49  4159440.50   .127 -68490718.16308  81.28982 3378455.81  1   -5.35   41.73   14.88   13.94   11.05  42.667  104.377 .043962   111     20  123.7   30   20  523855 3 1  500608 53248 
 223.17986  81.18418   -4250.18 784763.02  3374206.86  4158964.08   .128 -68490717.86307  81.27448 3378457.04  3  -24.30  117.00   14.91   44.47   44.47  41.778   96.449 .041434   111     20   46.5   30   18  523534 1 1  500608 53248 
 223.16544  81.17901   -4273.01 784626.65  3374184.45  4158805.31   .128 -68490717.76306  81.26936 3378457.45  2  -10.73   57.96   14.88   37.95   28.10  42.667   79.448 .033408   111     16   77.9   16   13  523434 4 4  500608 53248 
 223.15104  81.17384   -4284.51 784478.98  3374173.35  4158646.54   .128 -68490717.66306  81.26425 3378457.86  1   -5.94   33.93   14.90   10.08   10.08  42.074  103.131 .043961   111     16  123.7   31   18  523332 4 3  500608 53248 
 223.13665  81.16868   -4281.09 784316.41  3374177.19  4158487.80   .128 -68490717.56306  81.25913 3378458.28  1   -5.36   41.73   14.94   13.21   10.12  40.889  113.051 .049566   111     16  123.7   33   20  523223 3 1  500608 53248 
 223.12228  81.16351   -4276.75 784152.93  3374181.94  4158329.07   .128 -68490717.46306  81.25402 3378458.69  1   -2.43   80.73   14.90   46.19   45.40  42.074  167.356 .071279   111     16  123.7   34   30  523113 2 4  500608 53248 
 223.10793  81.15834   -4282.92 783999.96  3374176.19  4158170.35   .128 -68490717.36305  81.24890 3378459.10  2  -12.29   37.26   14.91   15.69   15.69  41.778   48.633 .020852   111     16   77.9   14   10  523017 1 1  500608 53248 
 223.09359  81.15317   -4282.78 783840.71  3374176.73  4158011.65   .128 -68490717.26305  81.24378 3378459.52  1   -5.94   33.93   14.91   10.80   10.80  41.778   91.150 .039066   111     16  123.7   27   18  522907 1 3  500608 53248 
 223.07926  81.14800   -4261.69 783660.51  3374198.25  4157852.96   .128 -68490717.16305  81.23866 3378459.93  1   -5.06   45.63   14.89   16.07   13.65  42.370  107.019 .045205   111     16  123.7   30   21  522785 4 1  500608 53248 
 223.06495  81.14283   -4253.12 783492.87  3374207.23  4157694.28   .128 -68490717.06304  81.23354 3378460.35  1   -3.02   72.93   14.90   43.02   42.17  42.074  149.741 .063669   111     22  121.4   30   28  522672 3 1  500608 53248 
 223.03637  81.13248   -4271.24 783192.86  3374189.94  4157376.98   .128 -68490716.86304  81.22329 3378461.18  1   -3.60   65.13   14.88   24.83   23.33  42.667  139.688 .058525   111     22  121.4   37   26  522473 2 3  500608 53248 
 223.02211  81.12730   -4281.96 783044.54  3374179.63  4157218.36   .129 -68490716.76304  81.21817 3378461.59  1   -6.23   30.03   14.88    8.31    8.31  42.667  104.264 .043667   111     22  121.4   32   17  522376 1 3  500608 53248 
 223.00785  81.12212   -4285.73 782889.27  3374176.28  4157059.74   .129 -68490716.66303  81.21304 3378462.01  1   -5.94   33.93   14.88   10.92   10.92  42.667   87.875 .036788   111     22  121.4   26   18  522272 1 2  500608 53248 
 222.97940  81.11177   -4264.78 782550.31  3374198.07  4156742.56   .129 -68490716.46303  81.20279 3378462.84  2  -10.22   64.86   14.89   28.44   28.44  42.370   82.209 .034627   111     18   76.6   21   14  522048 4 2  500608 53248 
 222.96519  81.10658   -4278.62 782405.17  3374184.64  4156583.99   .129 -68490716.36303  81.19766 3378463.26  2  -10.74   57.96   14.90   22.76   22.76  42.074   76.910 .032611   111     18   76.6   21   13  521952 3 3  500608 53248 
 222.95099  81.10140   -4281.61 782249.18  3374182.07  4156425.43   .129 -68490716.26302  81.19252 3378463.68  1   -6.23   30.03   14.90    8.54    8.54  42.074   98.072 .041567   111     22  121.4   30   17  521845 2 2  500608 53248 
 222.93682  81.09621   -4273.25 782081.86  3374190.85  4156266.89   .129 -68490716.16302  81.18739 3378464.10  1   -4.48   53.43   14.89   18.87   16.85  42.370  122.636 .051593   111     22  121.4   34   23  521733 1 4  500608 53248 
 222.92265  81.09102   -4285.00 781934.67  3374179.52  4156108.37   .129 -68490716.06302  81.18225 3378464.52  1   -6.82   22.23   14.91    6.08    6.08  41.778   79.404 .033867   111     22  121.4   25   15  521636 1 3  500608 53248 
 222.90851  81.08583   -4263.29 781754.05  3374201.65  4155949.86   .129 -68490715.96302  81.17711 3378464.94  2   -6.60  113.16   14.92   43.35   35.06  41.481  152.579 .065511   111     16   76.6   39   21  521515 4 4  500608 53248 
 222.88025  81.07545   -4255.97 781428.91  3374209.81  4155632.89   .130 -68490715.76301  81.16683 3378465.78  2  -12.28   37.26   14.88   17.20   17.20  42.963   46.800 .019385   111     16   76.6   13   10  521302 2 3  500608 53248 
 222.86615  81.07026   -4281.69 781295.75  3374184.50  4155474.42   .130 -68490715.66301  81.16169 3378466.20  1   -5.94   33.93   14.90   10.00   10.00  42.074  102.840 .043482   111     22  121.4   31   18  521209 2 3  500608 53248 
 222.85206  81.06507   -4275.45 781130.65  3374191.17  4155315.97   .130 -68490715.56301  81.15655 3378466.62  1   -5.06   45.63   14.89   16.69   14.37  42.370  101.199 .042471   111     22  121.4   28   21  521098 1 1  500608 53248 
 222.83798  81.05987   -4273.77 780970.10  3374193.27  4155157.53   .130 -68490715.46300  81.15141 3378467.04  1   -5.06   45.63   14.90   21.62   19.88  42.074   90.663 .038302   111     22  121.4   22   21  520991 4 4  500608 53248 
 222.82392  81.05467   -4279.41 780816.91  3374188.05  4154999.11   .130 -68490715.36300  81.14625 3378467.46  1   -5.36   41.73   14.89   13.30   10.24  42.370  109.689 .045997   111     22  121.4   32   20  520889 4 4  500608 53248 
 222.79585  81.04425   -4259.92 780479.79  3374208.39  4154682.31   .130 -68490715.16299  81.13594 3378468.31  1   -2.72   76.83   14.89   37.13   36.15  42.370  152.561 .063920   111     22  121.4   35   29  520662 2 1  500608 53248 
