 263.55853  84.44630   93006.93 782553.46  3471271.80  4246141.25  7.260 -69383553.09711  84.50213 3378264.87  1   -7.74   10.00   14.91    3.02    3.02  41.778   27.832 .011889   106     18  116.8   10    7  522049 1 1  500608 53248 
 259.46828  83.85069   95193.67 761759.33  3473486.10  4228896.37  6.704 -69383542.69686  83.91238 3378292.43  4  -67.09  270.00   14.87   98.08   98.08  43.128  163.830 .064239   107     26   33.0   50   22  508217 1 2  500608 53248 
 254.99812  82.99511   77725.65 753235.20  3456064.38  4204447.42  5.895 -69383527.79636  83.06558 3378338.73  2  -12.29   37.26   14.89   18.56   18.56  42.529   44.286 .017217   108     22   72.6   12   10  502493 4 1  500608 53248 
 253.95087  82.75413   47667.24 775207.23  3426020.42  4196636.89  5.633 -69383522.99603  82.82760 3378353.17  1   -7.73   10.00   14.89    2.97    2.97  42.529   27.656 .011388   108     24  112.2   10    8  517148 3 2  500608 53248 
 252.14383  82.28981   44485.94 765517.12  3422868.67  4184498.76  5.221 -69383515.49581  82.36796 3378382.73  3  -29.17   52.00   14.91   15.56   15.56  41.778   57.653 .023568   109     24   45.8   22   13  510698 3 2  500608 53248 
 251.82713  82.20131   52083.80 755822.96  3430472.42  4182564.21  5.155 -69383514.29583  82.28016 3378388.62  1   -7.74   10.00   14.90    2.99    2.99  42.074   27.743 .010978   109     24  114.5   10    6  504217 1 1  500608 53248 
 250.31215  81.74776   33240.40 761880.31  3411660.51  4170359.57  4.734 -69383506.69550  81.83153 3378420.10  3  -26.24   91.00   14.88   33.30   33.30  42.829   74.831 .029556   110     44   45.0   25   16  508271 1 4  500608 53248 
 249.31577  81.41780    3448.92 782063.43  3381893.29  4161101.91  4.412 -69383500.89515  81.50558 3378444.37  2  -13.32   23.46   14.89    9.71    9.71  42.529   30.304 .012701   110     24   76.6   10    8  521726 1 2  500608 53248 
 248.90221  81.27224   -4284.10 785815.26  3374171.33  4157285.67  4.278 -69383498.49504  81.36167 3378455.44  1   -4.48   53.43   14.89   19.52   17.58  42.529  120.831 .051128   110     20  123.7   33   23  524222 4 1  500608 53248 
 248.88406  81.26572   -4307.34 785671.56  3374148.59  4157126.84  4.272 -69383498.39504  81.35521 3378455.94  1   -3.89   61.23   14.90   18.86   16.84  42.230  173.761 .074019   110     20  123.7   50   25  524126 3 1  500608 53248 
 248.86596  81.25921   -4337.77 785535.10  3374118.67  4156968.04  4.267 -69383498.29503  81.34877 3378456.44  1   -5.35   41.73   14.89   11.70   11.70  42.529  143.432 .060649   110     20  123.7   43   20  524037 2 4  500608 53248 
 248.84785  81.25268   -4359.21 785389.65  3374097.73  4156809.24  4.261 -69383498.19503  81.34231 3378456.94  1   -6.53   26.13   14.90    8.39    8.39  42.230   69.254 .029480   110     20  123.7   21   16  523941 1 4  500608 53248 
 248.82971  81.24613   -4363.31 785226.81  3374094.14  4156650.46  4.255 -69383498.09503  81.33582 3378457.45  1   -5.65   37.83   14.88   13.42   10.40  42.829   88.025 .036931   110     20  123.7   25   19  523831 1 1  500608 53248 
 248.81159  81.23958   -4369.15 785065.75  3374088.80  4156491.70  4.250 -69383497.99502  81.32934 3378457.95  1   -4.48   53.43   14.90   31.44   30.27  42.230  111.687 .047504   110     22  123.7   23   23  523722 4 1  500608 53248 
 248.79345  81.23301   -4361.08 784890.72  3374097.38  4156332.95  4.244 -69383497.89502  81.32283 3378458.46  2   -8.15   92.46   14.93   36.39   25.96  41.331  124.617 .054131   110     22   77.9   32   18  523609 2 4  500608 53248 
 248.77535  81.22645   -4356.16 784718.90  3374102.81  4156174.22  4.239 -69383497.79502  81.31633 3378458.97  1   -2.14   84.63   14.92   50.08   49.36  41.631  177.231 .076398   110     22  123.7   35   31  523490 2 3  500608 53248 
 248.75726  81.21987   -4348.28 784544.13  3374111.19  4156015.50  4.233 -69383497.69502  81.30982 3378459.47  1   -3.60   65.13   14.89   30.78   29.59  42.529  131.868 .055618   110     22  123.7   31   26  523375 1 4  500608 53248 
 248.73922  81.21331   -4344.37 784373.38  3374115.61  4155856.80  4.228 -69383497.59501  81.30332 3378459.98  1   -2.72   76.83   14.89   32.94   31.83  42.529  158.265 .066723   110     22  123.7   39   29  523259 4 1  500608 53248 
 248.72119  81.20674   -4339.06 784201.25  3374121.43  4155698.11  4.222 -69383497.49501  81.29682 3378460.49  1   -4.48   53.43   14.91   20.54   18.71  41.930  116.069 .049611   110     22  123.7   31   23  523146 3 3  500608 53248 
 248.70318  81.20017   -4331.63 784027.02  3374129.37  4155539.43  4.216 -69383497.39501  81.29031 3378461.00  1   -4.48   53.43   14.90   23.77   22.20  42.230  109.031 .046251   110     22  123.7   27   23  523030 2 3  500608 53248 
 248.68521  81.19360   -4326.96 783855.57  3374134.55  4155380.78  4.211 -69383497.29501  81.28380 3378461.51  1   -5.35   41.73   14.89   14.94   12.30  42.529   96.213 .040509   110     22  123.7   27   20  522916 1 1  500608 53248 
 248.66729  81.18703   -4326.92 783688.81  3374135.10  4155222.13  4.205 -69383497.19500  81.27731 3378462.02  1   -4.48   53.43   14.90   20.54   18.71  42.230  116.069 .049195   110     22  123.7   31   23  522805 1 4  500608 53248 
 248.64943  81.18048   -4337.05 783532.28  3374125.48  4155063.50  4.200 -69383497.09500  81.27082 3378462.53  2  -11.25   51.06   14.91   20.21   20.21  41.930   68.590 .029267   110     22   77.9   19   12  522704 4 3  500608 53248 
 248.63160  81.17393   -4349.47 783378.09  3374113.57  4154904.89  4.194 -69383496.99500  81.26434 3378463.04  1   -6.52   26.13   14.87    8.39    8.39  43.128   69.254 .028718   110     16  123.7   21   16  522598 3 2  500608 53248 
 248.61379  81.16738   -4361.51 783223.54  3374102.04  4154746.29  4.188 -69383496.89499  81.25785 3378463.55  1   -3.60   65.13   14.91   29.45   28.20  41.930  132.506 .056495   110     16  123.7   32   26  522493 2 1  500608 53248 
 248.59602  81.16083   -4373.22 783068.68  3374090.84  4154587.70  4.183 -69383496.79499  81.25137 3378464.06  1   -4.48   53.43   14.91   28.67   27.38  41.930  109.129 .046510   110     16  123.7   24   23  522391 1 3  500608 53248 
 248.56049  81.14771   -4385.85 782748.21  3374079.23  4154270.57  4.172 -69383496.59499  81.23838 3378465.08  2  -11.25   51.06   14.87   21.50   21.50  43.128   66.645 .027592   110     18   77.9   18   12  522181 4 3  500608 53248 
 248.54278  81.14116   -4393.49 782589.35  3374072.11  4154112.03  4.166 -69383496.49498  81.23189 3378465.60  2  -13.84   16.56   14.91    5.07    5.07  41.930   29.932 .012741   110     18   77.9   11    7  522077 3 3  500608 53248 
 248.52505  81.13458   -4392.91 782422.25  3374073.20  4153953.51  4.160 -69383496.39498  81.22538 3378466.11  2   -9.70   71.76   14.92   31.90   31.90  41.631   92.241 .039529   110     18   77.9   23   15  521963 2 3  500608 53248 
 248.50736  81.12801   -4393.64 782256.51  3374072.98  4153795.00  4.155 -69383496.29498  81.21888 3378466.63  2  -11.77   44.16   14.91   18.60   18.60  41.930   57.639 .024514   110     18   77.9   16   11  521854 1 3  500608 53248 
 248.48967  81.12143   -4386.42 782082.80  3374080.72  4153636.50  4.149 -69383496.19497  81.21236 3378467.14  2   -7.64   99.36   14.92   40.46   31.41  41.631  131.513 .056311   110     18   77.9   33   19  521735 4 4  500608 53248 
 248.47204  81.11487   -4390.72 781920.69  3374076.94  4153478.02  4.144 -69383496.09497  81.20586 3378467.66  1   -4.48   53.43   14.92   23.77   22.20  41.631  109.031 .046665   110     16  123.7   27   23  521625 3 4  500608 53248 
 248.45443  81.10830   -4393.24 781756.81  3374074.93  4153319.55  4.138 -69383495.99497  81.19935 3378468.17  1   -7.74   10.00   14.91    2.91    2.91  41.930   31.047 .013188   110     20  121.4   11   10  521518 2 4  500608 53248 
 248.43685  81.10173   -4397.78 781595.00  3374070.91  4153161.10  4.133 -69383495.89497  81.19285 3378468.69  1   -5.07   45.63   14.91   16.69   14.37  41.930  101.199 .042968   110     20  121.4   28   21  521408 1 2  500608 53248 
 248.41930  81.09516   -4402.82 781433.70  3374066.38  4153002.66  4.127 -69383495.79497  81.18635 3378469.21  1   -6.23   30.03   14.89   10.65   10.65  42.529   68.619 .028713   110     20  121.4   20   17  521301 1 1  500608 53248 
 248.40177  81.08859   -4405.91 781270.49  3374063.81  4152844.24  4.121 -69383495.69496  81.17984 3378469.72  1   -4.48   53.43   14.90   25.89   24.46  42.230  106.094 .044689   110     20  121.4   25   23  521191 4 4  500608 53248 
 248.38426  81.08202   -4408.56 781106.84  3374061.68  4152685.84  4.116 -69383495.59496  81.17334 3378470.24  2  -11.25   51.06   14.90   23.27   23.27  42.230   65.346 .027514   110     20   77.9   17   12  521086 3 2  500608 53248 
 248.36677  81.07544   -4407.67 780939.67  3374063.09  4152527.44  4.110 -69383495.49496  81.16682 3378470.76  2  -11.25   51.06   14.89   23.27   23.27  42.529   65.346 .027308   110     20   77.9   17   12  520975 2 3  500608 53248 
 248.34934  81.06887   -4413.98 780779.78  3374057.29  4152369.06  4.105 -69383495.39495  81.16032 3378471.28  1   -4.47   53.43   14.86   21.51   19.76  43.428  110.837 .045342   110     20  121.4   29   23  520864 1 3  500608 53248 
 248.33195  81.06230   -4419.04 780618.65  3374052.75  4152210.70  4.099 -69383495.29495  81.15381 3378471.80  1   -7.40   14.43   14.86    4.06    4.06  43.428   48.329 .019763   110     20  121.4   16   13  520758 1 1  500608 53248 
 248.25535  81.03280    7387.73 768432.78  3385861.87  4151894.15  4.088 -69383495.09503  81.12429 3378474.13  4  -24.60  837.00   14.92  484.56  427.03  41.631  489.385 .202292   110     11   34.8   98   43  512640 2 1  500608 53248 
 248.27996  81.04260   -4446.59 780147.84  3374026.76  4151735.70  4.082 -69383494.99494  81.13431 3378473.36  1   -5.94   33.93   14.89   13.85   10.95  42.529   69.903 .029154   110     20  121.4   19   18  520443 1 1  500608 53248 
 248.24541  81.02945   -4459.42 779828.53  3374014.98  4151419.12  4.071 -69383494.79494  81.12129 3378474.40  2  -13.84   16.56   14.91    5.07    5.07  41.930   29.932 .012651   110     20   77.9   11    7  520235 4 3  500608 53248 
 248.22817  81.02288   -4466.91 779670.00  3374008.01  4151260.84  4.065 -69383494.69494  81.11479 3378474.92  2  -11.26   51.06   14.92   20.21   20.21  41.631   68.590 .029187   110     20   77.9   19   12  520128 3 4  500608 53248 
 248.21096  81.01631   -4474.53 779511.62  3374000.92  4151102.58  4.060 -69383494.59493  81.10828 3378475.44  2  -11.77   44.16   14.91   18.60   18.60  41.930   57.639 .024343   110     20   77.9   16   11  520023 2 4  500608 53248 
 248.19381  81.00974   -4491.07 779362.23  3373984.89  4150944.34  4.054 -69383494.49493  81.10178 3378475.97  1   -5.36   41.73   14.90   16.23   13.83  42.230   88.312 .037018   110     20  121.4   24   20  519919 1 3  500608 53248 
 248.17667  81.00317   -4495.33 779200.55  3373981.16  4150786.11  4.049 -69383494.39493  81.09527 3378476.49  2  -11.77   44.16   14.90   17.33   17.33  42.230   59.618 .024980   110     20   77.9   17   11  519815 4 4  500608 53248 
