 158.29731  77.39705  118138.03 767560.68  3497126.90  4264680.65   .161 -72376952.34331  77.51963 3378988.88  3  -24.30  117.00   14.94   51.07   51.07  40.992   82.859 .034705  1291     20   42.7   25   18  512058 4 3  499840 53248 
 158.26443  77.37173  115155.35 769904.86  3494147.60  4264046.41   .139 -72376951.94328  77.49465 3378992.25  3  -30.15   39.00   14.97   11.76   11.76  40.138   39.751 .017108  1291     20   42.7   17   12  513626 4 4  499840 53248 
 158.17372  77.30141  124886.33 758419.77  3503887.97  4262303.63   .080 -72376950.84332  77.42463 3379001.65  3  -17.48  208.00   14.94  112.92   83.15  40.992  147.123 .060163  1291     22   42.7   35   25  505956 2 3  499840 53248 
 154.40988  73.65847   -4456.11 785822.02  3375090.77  4160896.68   .296 -72376884.74064  73.81955 3379546.88  2   -9.71   71.76   14.94   18.98   18.98  40.992  178.576 .078397  1296     20   77.9   52   15  524230 4 1  499840 53248 
 154.40067  73.65129   -4458.43 785675.65  3375089.65  4160748.41   .305 -72376884.64064  73.81243 3379548.08  2  -10.22   64.86   14.93   17.20   17.20  41.277  160.387 .069900  1296     20   77.9   47   14  524133 3 1  499840 53248 
 154.39146  73.64411   -4459.60 785528.18  3375089.67  4160600.16   .314 -72376884.54064  73.80532 3379549.28  2   -9.71   71.76   14.96   18.85   18.85  40.423  181.890 .080917  1296     20   77.9   53   15  524035 1 2  499840 53248 
 154.38227  73.63692   -4461.85 785381.83  3375088.62  4160451.93   .323 -72376884.44063  73.79820 3379550.47  2   -9.19   78.66   14.95   20.63   20.63  40.708  200.082 .088354  1296     20   77.9   58   16  523936 4 1  499840 53248 
 154.37309  73.62974   -4459.95 785231.36  3375091.72  4160303.71   .332 -72376884.34063  73.79108 3379551.67  2  -11.26   51.06   14.93   13.79   13.79  41.277  120.708 .052548  1296     20   77.9   36   12  523838 3 4  499840 53248 
 154.36392  73.62256   -4463.22 785086.10  3375089.65  4160155.50   .340 -72376884.24062  73.78396 3379552.87  2   -9.71   71.76   14.93   19.42   19.42  41.277  168.663 .073397  1296     20   77.9   49   15  523740 2 3  499840 53248 
 154.35475  73.61538   -4464.64 784939.02  3375089.43  4160007.32   .349 -72376884.14062  73.77684 3379554.06  2   -9.71   71.76   14.95   18.72   18.72  40.708  185.209 .081694  1296     20   77.9   54   15  523641 4 1  499840 53248 
 154.34559  73.60819   -4466.25 784792.19  3375089.01  4159859.15   .358 -72376884.04062  73.76972 3379555.26  2   -9.71   71.76   14.97   18.47   18.47  40.138  191.858 .085795  1296     20   77.9   56   15  523544 3 4  499840 53248 
 154.33644  73.60101   -4467.48 784645.02  3375088.98  4159711.00   .367 -72376883.94062  73.76260 3379556.46  2   -9.19   78.66   14.94   20.03   20.03  40.992  216.713 .094855  1296     20   77.9   63   16  523445 2 1  499840 53248 
 154.32731  73.59383   -4465.51 784494.67  3375092.15  4159562.86   .376 -72376883.84062  73.75548 3379557.66  2   -9.71   71.76   14.95   19.75   19.75  40.708  162.082 .071412  1296     20   77.9   47   15  523346 1 4  499840 53248 
 154.31818  73.58664   -4462.43 784343.27  3375096.43  4159414.74   .385 -72376883.74061  73.74836 3379558.86  2   -9.71   71.76   14.95   18.72   18.72  40.708  185.209 .081570  1296     20   77.9   54   15  523244 3 2  499840 53248 
 154.30905  73.57946   -4459.58 784192.13  3375100.48  4159266.63   .394 -72376883.64061  73.74124 3379560.06  2   -8.67   85.56   14.93   20.92   20.92  41.277  265.018 .115066  1296     20   77.9   77   17  523143 2 3  499840 53248 
 154.29994  73.57228   -4456.05 784040.35  3375105.21  4159118.54   .403 -72376883.54061  73.73412 3379561.26  2   -9.71   71.76   14.95   17.64   17.64  40.708  218.593 .096199  1296     20   77.9   64   15  523043 1 4  499840 53248 
 154.29084  73.56510   -4454.52 783890.60  3375107.93  4158970.47   .411 -72376883.44060  73.72700 3379562.46  2   -9.70   71.76   14.92   18.13   18.13  41.562  201.860 .086976  1296     20   77.9   59   15  522942 4 3  499840 53248 
 154.28174  73.55791   -4451.89 783739.80  3375111.76  4158822.41   .420 -72376883.34060  73.71988 3379563.66  2  -10.23   64.86   14.96   16.15   16.15  40.423  190.358 .084298  1296     20   77.9   56   14  522842 2 2  499840 53248 
 154.27266  73.55073   -4452.70 783592.48  3375112.16  4158674.37   .429 -72376883.24060  73.71276 3379564.86  2   -8.68   85.56   14.98   21.29   21.29  39.854  251.609 .112972  1296     20   77.9   73   17  522743 1 2  499840 53248 
 154.26358  73.54355   -4456.40 783448.09  3375109.66  4158526.35   .438 -72376883.14060  73.70564 3379566.06  2   -9.19   78.66   14.94   20.50   20.50  40.992  203.401 .088757  1296     20   77.9   59   16  522646 4 1  499840 53248 
 154.25451  73.53636   -4459.49 783303.13  3375107.78  4158378.34   .447 -72376883.04059  73.69851 3379567.26  2   -9.19   78.66   14.92   19.51   19.51  41.562  233.425 .100426  1296     20   77.9   68   16  522550 2 2  499840 53248 
 154.24545  73.52918   -4461.80 783157.42  3375106.66  4158230.34   .456 -72376882.94059  73.69139 3379568.46  2   -8.68   85.56   14.98   23.13   23.13  39.854  201.732 .090477  1296     20   77.9   58   17  522453 1 3  499840 53248 
 154.23639  73.52199   -4464.60 783012.25  3375105.06  4158082.37   .465 -72376882.84059  73.68427 3379569.67  2   -9.19   78.66   14.96   20.38   20.38  40.423  206.724 .091376  1296     20   77.9   60   16  522356 4 4  499840 53248 
 154.22772  73.51494   -4465.59 782865.24  3375105.26  4157934.41   .473 -72376882.74058  73.67728 3379570.85  2   -9.71   71.76   14.96   19.42   19.42  40.423  168.663 .074524  1296     20   77.9   49   15  522258 2 1  499840 53248 
 154.21916  73.50792   -4465.12 782716.76  3375106.90  4157786.46   .481 -72376882.64058  73.67033 3379572.02  2   -8.16   92.46   14.97   25.38   25.38  40.138  210.036 .093428  1296     20   77.9   60   18  522159 1 4  499840 53248 
 154.21061  73.50091   -4464.41 782568.09  3375108.78  4157638.53   .489 -72376882.54058  73.66337 3379573.20  2   -9.19   78.66   14.95   21.05   21.05  40.708  190.149 .083367  1296     20   77.9   55   16  522059 4 1  499840 53248 
 154.20208  73.49389   -4462.51 782418.26  3375111.86  4157490.62   .498 -72376882.44058  73.65642 3379574.37  2   -9.20   78.66   14.99   19.51   19.51  39.569  233.425 .105245  1296     20   77.9   68   16  521960 3 4  499840 53248 
 154.19355  73.48688   -4464.10 782271.97  3375111.44  4157342.73   .506 -72376882.34057  73.64947 3379575.55  2   -9.71   71.76   14.98   18.72   18.72  39.854  185.209 .082879  1296     20   77.9   54   15  521863 1 3  499840 53248 
 154.18502  73.47986   -4467.31 782127.31  3375109.41  4157194.85   .514 -72376882.24057  73.64251 3379576.72  2   -9.71   71.76   14.96   18.13   18.13  40.423  201.860 .089024  1296     20   77.9   59   15  521766 4 4  499840 53248 
 154.17651  73.47285   -4468.37 781980.56  3375109.52  4157046.98   .522 -72376882.14057  73.63556 3379577.90  2   -9.19   78.66   14.94   19.71   19.71  40.992  226.731 .098567  1296     20   77.9   66   16  521668 3 4  499840 53248 
 154.16800  73.46583   -4469.40 781833.79  3375109.67  4156899.14   .530 -72376882.04056  73.62860 3379579.07  2   -9.71   71.76   14.96   18.24   18.24  40.423  198.523 .087487  1296     20   77.9   58   15  521571 1 4  499840 53248 
 154.15950  73.45881   -4471.78 781688.42  3375108.47  4156751.31   .538 -72376881.94056  73.62165 3379580.25  2   -8.67   85.56   14.94   22.04   22.04  40.992  228.242 .099150  1296     20   77.9   66   17  521472 4 2  499840 53248 
 154.15101  73.45180   -4473.09 781542.00  3375108.34  4156603.49   .546 -72376881.84056  73.61469 3379581.43  2   -8.16   92.46   14.94   24.33   24.33  40.992  233.147 .101243  1296     20   77.9   67   18  521374 3 1  499840 53248 
 154.14300  73.44495   -4475.88 781396.99  3375106.69  4156455.69   .553 -72376881.74056  73.60791 3379582.58  2   -6.61  113.16   14.96   34.21   34.21  40.423  209.300 .092133  1296     20   77.9   58   21  521277 1 2  499840 53248 
 154.13515  73.43816   -4473.71 781247.01  3375110.00  4156307.91   .560 -72376881.64055  73.60117 3379583.72  2   -9.71   71.76   14.96   18.72   18.72  40.423  185.209 .081497  1296     20   77.9   54   15  521178 4 1  499840 53248 
 154.12730  73.43136   -4474.48 781099.99  3375110.38  4156160.14   .567 -72376881.54055  73.59443 3379584.86  2   -9.71   71.76   14.94   18.24   18.24  40.992  198.523 .086110  1296     20   77.9   58   15  521081 3 4  499840 53248 
 154.11947  73.42457   -4472.94 780950.70  3375113.05  4156012.40   .574 -72376881.44055  73.58770 3379586.00  2   -9.19   78.66   14.93   19.71   19.71  41.277  226.731 .097630  1296     20   77.9   66   16  520981 1 2  499840 53248 
 154.11164  73.41777   -4469.93 780799.97  3375117.21  4155864.66   .580 -72376881.34054  73.58096 3379587.14  2   -9.71   71.76   14.94   18.72   18.72  40.992  185.209 .080273  1296     20   77.9   54   15  520880 4 2  499840 53248 
 154.10381  73.41098   -4468.92 780651.27  3375119.35  4155716.94   .587 -72376881.24054  73.57423 3379588.28  2   -9.19   78.66   14.96   20.90   20.90  40.423  193.455 .084996  1296     20   77.9   56   16  520781 3 3  499840 53248 
 154.09599  73.40418   -4470.39 780505.06  3375119.03  4155569.24   .594 -72376881.14054  73.56749 3379589.42  2   -9.71   71.76   14.95   17.93   17.93  40.708  208.544 .090951  1296     20   77.9   61   15  520684 1 2  499840 53248 
 154.08818  73.39738   -4474.54 780361.58  3375116.02  4155421.56   .601 -72376881.04054  73.56075 3379590.56  2   -6.60  113.16   14.94   31.91   31.91  40.992  241.609 .104601  1296     20   77.9   68   21  520586 4 4  499840 53248 
 154.08038  73.39059   -4470.09 780209.52  3375121.61  4155273.89   .608 -72376880.94053  73.55402 3379591.70  2  -10.23   64.86   14.95   15.62   15.62  40.708  210.495 .091732  1296     20   77.9   62   14  520487 3 3  499840 53248 
 154.07258  73.38379   -4468.64 780060.50  3375124.20  4155126.24   .615 -72376880.84053  73.54728 3379592.84  2   -9.71   71.76   14.95   17.64   17.64  40.708  218.593 .095225  1296     20   77.9   64   15  520387 2 1  499840 53248 
 154.06480  73.37700   -4466.30 779910.61  3375127.68  4154978.60   .622 -72376880.74053  73.54054 3379593.99  2   -9.71   71.76   14.98   17.83   17.83  39.854  211.891 .094247  1296     20   77.9   62   15  520287 4 3  499840 53248 
 154.05701  73.37020   -4463.89 779760.68  3375131.24  4154830.98   .629 -72376880.64052  73.53381 3379595.13  2   -9.71   71.76   14.97   18.13   18.13  40.138  201.860 .089114  1296     20   77.9   59   15  520187 3 2  499840 53248 
 154.04924  73.36340   -4461.14 779610.43  3375135.13  4154683.38   .635 -72376880.54052  73.52707 3379596.27  2   -9.71   71.76   14.95   17.73   17.73  40.708  215.241 .093656  1296     20   77.9   63   15  520087 2 2  499840 53248 
 154.04147  73.35661   -4458.84 779460.67  3375138.57  4154535.79   .642 -72376880.44052  73.52033 3379597.42  2   -9.19   78.66   14.95   19.81   19.81  40.708  223.389 .097164  1296     20   77.9   65   16  519987 1 2  499840 53248 
 154.03371  73.34981   -4456.03 779310.43  3375142.54  4154388.22   .649 -72376880.34052  73.51360 3379598.56  2   -9.19   78.66   14.95   19.71   19.71  40.708  226.731 .098580  1296     20   77.9   66   16  519886 3 1  499840 53248 
 154.02596  73.34302   -4452.32 779159.32  3375147.39  4154240.66   .656 -72376880.24051  73.50686 3379599.71  2   -9.71   71.76   14.96   18.03   18.03  40.423  205.201 .089812  1296     20   77.9   60   15  519786 2 2  499840 53248 
 154.01821  73.33622   -4450.83 779010.45  3375150.02  4154093.12   .663 -72376880.14051  73.50012 3379600.85  2   -9.71   71.76   14.93   19.12   19.12  41.277  175.267 .075095  1296     20   77.9   51   15  519687 1 2  499840 53248 
 154.01047  73.32942   -4450.38 778862.66  3375151.61  4153945.60   .670 -72376880.04051  73.49338 3379602.00  2   -8.67   85.56   14.94   23.13   23.13  40.992  201.732 .087001  1296     20   77.9   58   17  519587 3 1  499840 53248 
 154.00274  73.32262   -4448.16 778713.13  3375154.98  4153798.09   .677 -72376879.94051  73.48664 3379603.14  2   -9.19   78.66   14.95   20.76   20.76  40.708  196.766 .085421  1296     20   77.9   57   16  519488 2 2  499840 53248 
 153.99501  73.31583   -4448.52 778566.20  3375155.77  4153650.60   .684 -72376879.84050  73.47991 3379604.29  2   -9.19   78.66   14.94   20.03   20.03  40.992  216.713 .093391  1296     20   77.9   63   16  519390 1 1  499840 53248 
 153.98728  73.30903   -4452.24 778422.66  3375153.19  4153503.13   .690 -72376879.74050  73.47317 3379605.44  2   -9.19   78.66   14.95   20.50   20.50  40.708  203.401 .088235  1296     20   77.9   59   16  519294 3 2  499840 53248 
